
74
./bamfiles/BdM1590.bam	0.0000000000	0.0052712588	0.0056216716	0.0061516017	0.0158706652	0.0053110828	0.0065111603	0.0066908366	0.0154247346	0.0064704058	0.0058811640	0.0039403528	0.0063999514	0.0040648066	0.0038988926	0.0063852329	0.0157449988	0.0040224998	0.0039918124	0.0157314307	0.0157000454	0.0157850717	0.0157059844	0.0157546102	0.0158759867	0.0158471095	0.0158104938	0.0157840173	0.0155831202	0.0157062500	0.0157648886	0.0158278145	0.0044308103	0.0157412146	0.0157177457	0.0158073359	0.0159278834	0.0043974170	0.0044348713	0.0044053979	0.0043679918	0.0159173374	0.0158053983	0.0157535199	0.0157056464	0.0158892203	0.0060597229	0.0059186639	0.0059891232	0.0061084029	0.0059445873	0.0065054567	0.0066294131	0.0067405550	0.0065515209	0.0063725497	0.0063082874	0.0064721007	0.0058736630	0.0057904905	0.0058666103	0.0054422883	0.0055776970	0.0055478118	0.0056756482	0.0056451884	0.0050287286	0.0038938293	0.0039978324	0.0038937586	0.0042797064	0.0041341203	0.0046313791	0.0053275988
./bamfiles/BdM1592.bam	0.0052712588	0.0000000000	0.0045065551	0.0044755526	0.0147463644	0.0044277503	0.0047415866	0.0050436883	0.0142609139	0.0046792720	0.0045847392	0.0051431858	0.0048846148	0.0049997022	0.0048246147	0.0044696570	0.0145832521	0.0048698815	0.0048843503	0.0145811465	0.0145364861	0.0146070759	0.0145489309	0.0145845246	0.0147293089	0.0146894470	0.0146503256	0.0146192659	0.0143825061	0.0145320207	0.0145958882	0.0146657640	0.0052413143	0.0146928481	0.0146815873	0.0147764877	0.0148883744	0.0053071761	0.0053449088	0.0053713594	0.0052899566	0.0148074550	0.0146891695	0.0146186635	0.0146018443	0.0147911449	0.0047019477	0.0046606620	0.0046494920	0.0047267405	0.0046599614	0.0047972785	0.0048264958	0.0052931795	0.0049482002	0.0047032786	0.0045435812	0.0047494310	0.0047119912	0.0047531533	0.0046348489	0.0042467409	0.0046767612	0.0046005832	0.0046500361	0.0046815054	0.0045992943	0.0047903063	0.0048937727	0.0051172557	0.0054933408	0.0054283278	0.0055175318	0.0055247323
./bamfiles/BdM1594.bam	0.0056216716	0.0045065551	0.0000000000	0.0044033690	0.0150685766	0.0044923987	0.0045503313	0.0049245663	0.0145803634	0.0045438565	0.0047667280	0.0055205753	0.0048398050	0.0053798134	0.0051810264	0.0043694760	0.0149043345	0.0051443768	0.0053239092	0.0148968105	0.0148520771	0.0149351720	0.0148754841	0.0149071199	0.0150531343	0.0150121244	0.0149757012	0.0149373357	0.0146995149	0.0148419408	0.0149075877	0.0149772548	0.0056095048	0.0150196637	0.0149990582	0.0151140341	0.0152204409	0.0057016967	0.0057230124	0.0057410003	0.0056924676	0.0151321165	0.0150083050	0.0149420960	0.0149179661	0.0151035688	0.0045507648	0.0045192699	0.0045176500	0.0045631265	0.0045301519	0.0046433311	0.0046399799	0.0052468734	0.0047901245	0.0046027795	0.0044147612	0.0045837316	0.0045590311	0.0046449101	0.0043266788	0.0041824014	0.0047865162	0.0047060438	0.0046844918	0.0047807768	0.0048921636	0.0051593240	0.0052968448	0.0055031214	0.0058314411	0.0058174988	0.0059118934	0.0058239363
./bamfiles/BdM1607.bam	0.0061516017	0.0044755526	0.0044033690	0.0000000000	0.0144650725	0.0044685657	0.0036118125	0.0041231169	0.0139863956	0.0036140225	0.0045829344	0.0060587264	0.0040428578	0.0058840806	0.0056882223	0.0033208166	0.0143049947	0.0057736285	0.0058291574	0.0143018216	0.0142513080	0.0143325714	0.0142683503	0.0143046509	0.0144634907	0.0144150593	0.0143827215	0.0143382295	0.0140963800	0.0142394620	0.0143108362	0.0143824090	0.0061001783	0.0144507296	0.0144465536	0.0145420742	0.0146455379	0.0062677982	0.0062721355	0.0063202973	0.0062273460	0.0145428135	0.0144325167	0.0143458120	0.0143403483	0.0145256975	0.0041427015	0.0042304261	0.0042794333	0.0041847062	0.0042694928	0.0036515182	0.0036263703	0.0045439586	0.0039072037	0.0037519161	0.0035136776	0.0036737790	0.0045126821	0.0046526483	0.0042877964	0.0040527270	0.0048086494	0.0047291791	0.0046596892	0.0047473302	0.0050367669	0.0057199648	0.0058513113	0.0060772811	0.0064577941	0.0063879998	0.0064640780	0.0062343419
./bamfiles/BdM1622.bam	0.0158706652	0.0147463644	0.0150685766	0.0144650725	0.0000000000	0.0153332207	0.0145150520	0.0145205532	0.0027228910	0.0141029769	0.0145362208	0.0158051771	0.0145350769	0.0157930240	0.0156006332	0.0140763753	0.0025488429	0.0157564155	0.0157090720	0.0025289114	0.0025010288	0.0025154193	0.0025304033	0.0025105861	0.0026257993	0.0025978265	0.0025921175	0.0025606626	0.0024067908	0.0024847793	0.0024869647	0.0024199860	0.0159290155	0.0027772281	0.0027584864	0.0029633668	0.0029013659	0.0159841273	0.0159673675	0.0159993252	0.0159438381	0.0028800843	0.0027557083	0.0026663673	0.0027048671	0.0027859570	0.0149950418	0.0149813437	0.0149722511	0.0149893563	0.0150885008	0.0145679204	0.0145470459	0.0148591845	0.0149260112	0.0146890733	0.0143743083	0.0145443271	0.0152673715	0.0154396886	0.0150535330	0.0147733778	0.0155244010	0.0154308629	0.0154296860	0.0155040303	0.0156540509	0.0156672107	0.0157452467	0.0157974616	0.0160337423	0.0159491128	0.0161157490	0.0164035991
./bamfiles/BdM1637.bam	0.0053110828	0.0044277503	0.0044923987	0.0044685657	0.0153332207	0.0000000000	0.0047452472	0.0050897097	0.0148670220	0.0046791044	0.0048219981	0.0052154470	0.0049017028	0.0050731451	0.0048655928	0.0044990404	0.0151966277	0.0049398568	0.0050014422	0.0151908482	0.0151449253	0.0152290999	0.0151573269	0.0152006272	0.0153462293	0.0153076338	0.0152694343	0.0152368263	0.0149954536	0.0151322387	0.0152015569	0.0152720933	0.0052891494	0.0152910918	0.0152705706	0.0153741685	0.0154831594	0.0053815065	0.0053756071	0.0054168187	0.0053886890	0.0154145749	0.0152929138	0.0152241688	0.0152038970	0.0153862435	0.0046258219	0.0045867564	0.0046359857	0.0047069424	0.0046603070	0.0048006029	0.0048332638	0.0053579620	0.0049116406	0.0047468527	0.0045900435	0.0048022159	0.0046972499	0.0046744460	0.0046007674	0.0042655150	0.0045204659	0.0045169828	0.0044903172	0.0045538117	0.0046602484	0.0048779963	0.0050016791	0.0051958168	0.0055542378	0.0055044668	0.0056031098	0.0055743877
./bamfiles/BdM1638.bam	0.0065111603	0.0047415866	0.0045503313	0.0036118125	0.0145150520	0.0047452472	0.0000000000	0.0042483554	0.0140333735	0.0037225090	0.0048163264	0.0064028071	0.0042977755	0.0062563319	0.0060582432	0.0034693613	0.0143399221	0.0061245511	0.0061810743	0.0143349728	0.0142829914	0.0143657144	0.0143066159	0.0143359174	0.0144966347	0.0144522280	0.0144165043	0.0143746339	0.0141328408	0.0142813801	0.0143473329	0.0144184567	0.0064133159	0.0144996756	0.0144944999	0.0145971146	0.0146909188	0.0065807496	0.0066021074	0.0066320178	0.0065627632	0.0145866056	0.0144761652	0.0143884852	0.0143833268	0.0145786371	0.0043171313	0.0043889131	0.0043935699	0.0043346735	0.0043886462	0.0037793074	0.0037269527	0.0047058128	0.0039743698	0.0038254303	0.0035869612	0.0037225808	0.0046571850	0.0047483748	0.0044398840	0.0042435003	0.0050147916	0.0049025523	0.0048056352	0.0048914762	0.0052982954	0.0060608942	0.0061962596	0.0064295612	0.0067582424	0.0067084755	0.0067674184	0.0065109717
./bamfiles/BdM1639.bam	0.0066908366	0.0050436883	0.0049245663	0.0041231169	0.0145205532	0.0050897097	0.0042483554	0.0000000000	0.0140265362	0.0040214182	0.0051278039	0.0066286409	0.0040896541	0.0064717121	0.0062629905	0.0040026735	0.0143461118	0.0062816866	0.0063887081	0.0143409778	0.0142932485	0.0143809566	0.0143142490	0.0143449396	0.0145035121	0.0144597574	0.0144269401	0.0143826406	0.0141399911	0.0142886108	0.0143603295	0.0144255791	0.0066185216	0.0144882918	0.0144946957	0.0145969114	0.0146967827	0.0067889657	0.0068044723	0.0068485207	0.0067592712	0.0145979083	0.0144870889	0.0144000254	0.0143948159	0.0145747484	0.0047905782	0.0048167795	0.0048112654	0.0047820372	0.0048341001	0.0043315519	0.0042614692	0.0043470836	0.0046026513	0.0043568397	0.0041718431	0.0042890493	0.0050457114	0.0051993477	0.0048489063	0.0046463337	0.0053889758	0.0053061373	0.0052329564	0.0053457985	0.0055787783	0.0062962460	0.0063936610	0.0066146724	0.0069498594	0.0068677505	0.0070253386	0.0068075678
./bamfiles/BdM1640.bam	0.0154247346	0.0142609139	0.0145803634	0.0139863956	0.0027228910	0.0148670220	0.0140333735	0.0140265362	0.0000000000	0.0136092302	0.0140613533	0.0153567501	0.0140558746	0.0153381601	0.0151408568	0.0135922214	0.0025632180	0.0152841662	0.0152393571	0.0025350620	0.0024931567	0.0025283090	0.0025127531	0.0025333567	0.0026744646	0.0026382947	0.0026234982	0.0025856814	0.0024197083	0.0025519439	0.0026011294	0.0026410472	0.0154628694	0.0025804905	0.0025665294	0.0027670262	0.0027084659	0.0155276932	0.0155032523	0.0155477185	0.0154809953	0.0027680696	0.0026395038	0.0025393014	0.0025748637	0.0027137268	0.0145105631	0.0144830444	0.0145053631	0.0145067153	0.0145954195	0.0140922355	0.0140611838	0.0143704762	0.0144540004	0.0142049337	0.0138779008	0.0140639994	0.0147783109	0.0149571812	0.0145696983	0.0142885203	0.0150363529	0.0149404051	0.0149507383	0.0150241298	0.0151672545	0.0152022790	0.0152745510	0.0153438558	0.0155758151	0.0154903815	0.0156502570	0.0159260346
./bamfiles/BdM1656.bam	0.0064704058	0.0046792720	0.0045438565	0.0036140225	0.0141029769	0.0046791044	0.0037225090	0.0040214182	0.0136092302	0.0000000000	0.0047212952	0.0063717724	0.0039905470	0.0061914809	0.0060231241	0.0034389056	0.0139276005	0.0060748369	0.0061643514	0.0139233426	0.0138690423	0.0139504122	0.0138889503	0.0139238890	0.0140841716	0.0140349806	0.0140051281	0.0139585187	0.0137156317	0.0138592452	0.0139341047	0.0140055823	0.0064297437	0.0140980811	0.0140899538	0.0141904791	0.0142890549	0.0065725241	0.0065438218	0.0066416649	0.0065566068	0.0141768630	0.0140638821	0.0139762717	0.0139691524	0.0141573781	0.0043391973	0.0044034389	0.0044006910	0.0043897989	0.0044581477	0.0038247727	0.0037580074	0.0044240833	0.0041662212	0.0039358543	0.0036328612	0.0038185752	0.0046268598	0.0047735129	0.0044512409	0.0041961895	0.0050694026	0.0049311774	0.0048164638	0.0049485871	0.0052874585	0.0060433320	0.0061693219	0.0063671973	0.0067486437	0.0067038520	0.0067842721	0.0065451454
