,sample_id,genomics,event_id,collecting method,plant_interaction,stage,sex,collection,location,notes_specimen,Quantity,higher_taxon,taxon_level,species,subspecies,det_insect,det_day_insect,det_month_insect,det_year_insect,preservation,vial_size,genomics_id,make_label,day_start,month_start,year_start,day_end,month_end,year_end,waypoint,lat,lon,alt,municipality,state,country,locality,primary collector,other_collectors,plant_id,notes_event,pop_id_thesis,herbarium_deposited,tissue_sample_location,vegetation,soil,leaf_color,spathe_color,flower_color,height_and_habitus,flowering_phases,plant_family,plant_subfamily,plant_genus,plant_species,plant_authority,det_host_plant,det_day_host_plant,det_month_host_plant,det_year_host_plant,notes
206,14043Z05X004,BdM1414,14043,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1414,,5.0,11.0,2014.0,,,,29,-13.92160457,-40.0149107,238.7713623,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 182,,P11,,MCZ,caatinga,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
207,14113Z05X003,BdM1417,14113,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1417,,11.0,11.0,2014.0,,,,69,-10.53648303,-39.37708047,370.7113037,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 250,,P20,,MCZ,Mata estacional convertida em plantios,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
208,14068Z03X002,BdM1420,14068,bagging flowers,in open male flowers,adult,,MZSP,MCZ,14068A,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1420,,6.0,11.0,2014.0,,,,40,-12.13096828,-38.48542149,159.7036133,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 206,,P13,SPF,MCZ,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
209,14018Z04X006,BdM1424,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1424,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
210,14068Z04X002,BdM1425,14068,bagging flowers,in open male flowers,adult,,MZSP,MCZ,14068A,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1425,,6.0,11.0,2014.0,,,,40,-12.13096828,-38.48542149,159.7036133,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 206,,P13,SPF,MCZ,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
211,14095Z06X001,BdM1426,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Remertus,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1426,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
212,14103Z08X005,BdM1427,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1427,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
213,14059Z05X005,BdM1429,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1429,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
214,14059Z04X005,BdM1430,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Microstrates,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1430,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
215,14068Z03X003,BdM1431,14068,bagging flowers,in open male flowers,adult,,MZSP,MCZ,14068A,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1431,,6.0,11.0,2014.0,,,,40,-12.13096828,-38.48542149,159.7036133,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 206,,P13,SPF,MCZ,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
216,14095Z09X003,BdM1432,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1432,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
217,14103Z05X004,BdM1434,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Dialomia,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1434,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
218,14092Z07X003,BdM1437,14092,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1437,,9.0,11.0,2014.0,,,,59,-9.591419259,-36.44237174,287.0772705,Taquarana,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 228,,P15,,MCZ,em pasto,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
219,14046Z02X001,BdM1438,14046,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Dialomia,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1438,,5.0,11.0,2014.0,,,,30,-13.92938817,-40.01967053,260.8814697,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 185,,P11,,MCZ,caatinga,arenoso,,,,,"recently opened inflorescence, most male flowers closed",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
220,14103Z07X003,BdM1439,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,trapezicollis,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1439,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
221,14103Z06X003,BdM1444,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1444,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
222,14122Z03X002,BdM1445,14122,bagging flowers,in late male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,trapezicollis,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1445,,11.0,11.0,2014.0,,,,70,-10.53484814,-39.37923806,396.666748,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 259,,P20,,,Mata estacional convertida em plantios,arenoso,,,,,late male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
223,14033Z06X004,BdM1450,14033,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Remertus,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1450,,3.0,11.0,2014.0,,,,21,-16.14953949,-40.2150376,178.4490967,Jacinto,MG,Brazil,À beira da estrada BR-367,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 172,,P2,,MCZ,caatinga,argiloso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
224,14071Z06X002,BdM1453,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1453,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
225,14095Z09X004,BdM1459,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1459,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
226,14018Z03X002,BdM1460,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Remertus,genus,sp_2,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1460,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
227,14095Z05X004,BdM1463,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Anchylorhynchus,genus,trapezicollis,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1463,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
228,14095Z08X002,BdM1464,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1464,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
229,14068Z03X004,BdM1466,14068,bagging flowers,in open male flowers,adult,,MZSP,MCZ,14068A,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1466,,6.0,11.0,2014.0,,,,40,-12.13096828,-38.48542149,159.7036133,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 206,,P13,SPF,MCZ,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
230,14092Z05X004,BdM1467,14092,bagging flowers,in open male flowers,adult,,MZSP,MCZ,Stethobaropsis probing stem at base,1,Dialomia,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1467,,9.0,11.0,2014.0,,,,59,-9.591419259,-36.44237174,287.0772705,Taquarana,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 228,,P15,,MCZ,em pasto,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
231,14103Z01X002,BdM1468,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Remertus,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1468,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
232,14071Z04X001,BdM1469,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1469,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
233,14041Z06X005,BdM1471,14041,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Remertus,genus,sp_2,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1471,,4.0,11.0,2014.0,,,,26,-15.30463628,-39.13030928,96.01672363,Una,BA,Brazil,À beira de estrada vicinal,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 57,,P3,,MCZ,"Sobre solo arenoso, em mata úmida secundária",,,,,,male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,collected from same individual in 2013 and 2014
234,14068Z03X005,BdM1472,14068,bagging flowers,in open male flowers,adult,,MZSP,MCZ,14068A,1,Anchylorhynchus,genus,botryophorae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1472,,6.0,11.0,2014.0,,,,40,-12.13096828,-38.48542149,159.7036133,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 206,,P13,SPF,MCZ,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
235,14107Z04X005,BdM1476,14107,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1476,,11.0,11.0,2014.0,,,,68,-9.740903964,-38.23869321,341.8719482,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 244,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelo-alaranjadas,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
236,14107Z02X005,BdM1478,14107,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1478,,11.0,11.0,2014.0,,,,68,-9.740903964,-38.23869321,341.8719482,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 244,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelo-alaranjadas,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
237,14107Z02X006,BdM1479,14107,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1479,,11.0,11.0,2014.0,,,,68,-9.740903964,-38.23869321,341.8719482,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 244,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelo-alaranjadas,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
238,14145Z01X006,BdM1487,14145,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Remertus,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1487,,13.0,11.0,2014.0,,,,84,-12.45441754,-40.54898361,418.0559082,Itaberaba,BA,Brazil,"estrada de fazenda Canabrava, saindo da BA-130",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 282,,P5,,,caatinga,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
239,14131Z07X005,BdM1484,14131,bagging flowers,in open male flowers,adult,female,MZSP,MCZ,,1,Remertus,genus,sp_1,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1484,,12.0,11.0,2014.0,,,,73,-11.62928338,-41.15337725,1079.918701,Morro do Chapéu,BA,Brazil,À beira da estrada BA-144,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 268,,P6,,MCZ,Em meio a plantação de café,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
240,14092Z08X004,BdM1481,14092,bagging flowers,in open male flowers,adult,,MZSP,MCZ,"Microstrates probing male flowers, black round Baridinae probing stem at base",1,Microstrates,genus,ypsilon,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1481,,9.0,11.0,2014.0,,,,59,-9.591419259,-36.44237174,287.0772705,Taquarana,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 228,,P15,,MCZ,em pasto,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
241,14122Z04X007,BdM1490,14122,bagging flowers,in late male flowers,adult,female,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1490,,11.0,11.0,2014.0,,,,70,-10.53484814,-39.37923806,396.666748,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 259,,P20,,,Mata estacional convertida em plantios,arenoso,,,,,late male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
242,14069Z06X003,BdM1494,14069,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Andranthobius,genus,bondari,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1494,,6.0,11.0,2014.0,,,,41,-12.13036269,-38.48599222,160.9051514,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 207,,P13,,,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
243,14103Z04X002,BdM1496,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1496,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
244,14071Z03X001,BdM1497,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1497,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
245,14103Z04X003,BdM1499,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1499,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
246,14090Z03X001,BdM1501,14090,bagging flowers,in open female flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1501,,9.0,11.0,2014.0,,,,58,-9.697776306,-36.51961869,261.6025391,Limoeiro de Anadia,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 227,,P15,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso-rochoso,,,,,open female flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
247,14113Z04X002,BdM1502,14113,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1502,,11.0,11.0,2014.0,,,,69,-10.53648303,-39.37708047,370.7113037,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 250,,P20,,MCZ,Mata estacional convertida em plantios,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
248,14104BZ04X002,BdM1503,14104B,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1503,,11.0,11.0,2014.0,,,,see photos/tracks,-9.74088888888889,-38.2386666666667,,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 241,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelas,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
249,14059Z02X002,BdM1504,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1504,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
250,14059Z02X003,BdM1506,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1506,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
251,14018Z05X002,BdM1507,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1507,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
252,14041Z02X002,BdM1508,14041,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1508,,4.0,11.0,2014.0,,,,26,-15.30463628,-39.13030928,96.01672363,Una,BA,Brazil,À beira de estrada vicinal,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 57,,P3,,MCZ,"Sobre solo arenoso, em mata úmida secundária",,,,,,male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,collected from same individual in 2013 and 2014
