sample_id,genomics,event_id,collecting method,plant_interaction,stage,sex,collection,location,notes_specimen,Quantity,higher_taxon,taxon_level,species,subspecies,det_insect,det_day_insect,det_month_insect,det_year_insect,preservation,vial_size,genomics_id,make_label,day_start,month_start,year_start,day_end,month_end,year_end,waypoint,lat,lon,alt,municipality,state,country,locality,primary collector,other_collectors,plant_id,notes_event,pop_id_thesis,herbarium_deposited,tissue_sample_location,vegetation,soil,leaf_color,spathe_color,flower_color,height_and_habitus,flowering_phases,plant_family,plant_subfamily,plant_genus,plant_species,plant_authority,det_host_plant,det_day_host_plant,det_month_host_plant,det_year_host_plant,notes
13039Z09X002,BdM1140,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1140,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z09X004,BdM1142,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1142,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z09X005,BdM1143,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1143,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z09X006,BdM1144,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1144,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z09X007,BdM1145,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,decolor,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1145,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z07X002,BdM1146,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1146,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z07X005,BdM1149,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1149,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z07X006,BdM1150,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1150,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z07X007,BdM1151,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1151,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z04X001,BdM1152,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1152,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z04X003,BdM1154,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1154,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z04X004,BdM1155,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1155,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z02X002,BdM1159,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1159,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z02X003,BdM1160,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1160,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z02X004,BdM1161,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1161,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z02X005,BdM1162,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1162,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z02X006,BdM1163,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Celetes,genus,impar,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1163,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13078Z08X001,BdM1183,13078A,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1183,NA,3,12,2013,NA,NA,NA,160,-18.9764971845,-40.1292300504,78.232421875,Jaguaré,ES,Brazil,REBIO Sooretama,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 111,same plant collected in two days,P8,SPF,MCZ,"Em mata de tabuleiro, sobre solo arenoso",arenoso,Folhas verdes,espata verde externamente e amarelo-creme internamente,flores amarelo-crème,folhas arqueadas,early male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13078Z08X002,BdM1184,13078A,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1184,NA,3,12,2013,NA,NA,NA,160,-18.9764971845,-40.1292300504,78.232421875,Jaguaré,ES,Brazil,REBIO Sooretama,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 111,same plant collected in two days,P8,SPF,MCZ,"Em mata de tabuleiro, sobre solo arenoso",arenoso,Folhas verdes,espata verde externamente e amarelo-creme internamente,flores amarelo-crème,folhas arqueadas,early male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13078Z01X001,BdM1185,13078,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1185,NA,2,12,2013,NA,NA,NA,160,-18.9764971845,-40.1292300504,78.232421875,Jaguaré,ES,Brazil,REBIO Sooretama,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 111,same plant collected in two days,P8,SPF,MCZ,"Em mata de tabuleiro, sobre solo arenoso",arenoso,Folhas verdes,espata verde externamente e amarelo-creme internamente,flores amarelo-crème,folhas arqueadas,early male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13025Z01X001,BdM1186,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1186,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X002,BdM1187,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1187,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X003,BdM1188,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1188,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X004,BdM1189,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1189,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X005,BdM1190,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1190,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X006,BdM1191,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1191,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X007,BdM1192,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1192,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z01X008,BdM1193,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Phytotribus,genus,cocoseae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1193,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z06X001,BdM1194,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Remertus,genus,sp_2,NA,B. A. S. Medeiros,NA,NA,2015,ethanol,small vial,BdM1194,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13025Z06X002,BdM1195,13025,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Remertus,genus,sp_2,NA,B. A. S. Medeiros,NA,NA,2015,ethanol,small vial,BdM1195,NA,12,11,2013,NA,NA,NA,064,-15.3044139035,-39.1301936097,86.4035644531,Una,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 57,NA,P3,NA,MCZ,"Sobre solo arenoso, em mata úmida secundária",NA,NA,NA,NA,NA,male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,collected from same individual in 2013 and 2014
13018Z01X003,BdM1198,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Remertus,genus,sp_2,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1198,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z01X004,BdM1199,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Remertus,genus,sp_2,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1199,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X002,BdM1211,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1211,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X003,BdM1212,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1212,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X004,BdM1213,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1213,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X005,BdM1214,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1214,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X006,BdM1215,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1215,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
13018Z04X007,BdM1216,13018,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1216,NA,9,11,2013,NA,NA,NA,053,-18.3179572877,-40.1519937906,90.7293701172,Pinheiros,ES,Brazil,REBIO Córrego do Veado,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 50,"fotos 1927-1947,1958 da população. Coletei de frutos verdes, sem bichos",P1,NA,MCZ,Sobre solo arenoso. Em borda de mata de tabuleiro.,arenoso,Folhas verdes,espata marrom-esverdeada externamente e branca internamente,inflorescência amarelo-creme,NA,open male flowers,Arecaceae,NA,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,NA,NA,2013,NA
