sample_id,genomics,event_id,collecting method,plant_interaction,stage,sex,collection,location,notes_specimen,Quantity,higher_taxon,taxon_level,species,subspecies,det_insect,det_day_insect,det_month_insect,det_year_insect,preservation,vial_size,genomics_id,make_label,day_start,month_start,year_start,day_end,month_end,year_end,waypoint,lat,lon,alt,municipality,state,country,locality,primary collector,other_collectors,plant_id,notes_event,pop_id_thesis,herbarium_deposited,tissue_sample_location,vegetation,soil,leaf_color,spathe_color,flower_color,height_and_habitus,flowering_phases,plant_family,plant_subfamily,plant_genus,plant_species,plant_authority,det_host_plant,det_day_host_plant,det_month_host_plant,det_year_host_plant,notes
13024Z05X002,BdM1012,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1012,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X003,BdM1013,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1013,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X004,BdM1014,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1014,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X005,BdM1015,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1015,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X006,BdM1016,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1016,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X007,BdM1017,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1017,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X008,BdM1018,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1018,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z05X009,BdM1019,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1019,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z01X002,BdM1020,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1020,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z01X003,BdM1021,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1021,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z01X005,BdM1023,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1023,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z01X007,BdM1025,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1025,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X002,BdM1026,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1026,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X003,BdM1027,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1027,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X004,BdM1028,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1028,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X005,BdM1029,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1029,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X006,BdM1030,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1030,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z04X007,BdM1031,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1031,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z01X004,BdM1034,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1034,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z01X005,BdM1035,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1035,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z01X006,BdM1036,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1036,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13039Z01X007,BdM1037,13039,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1037,NA,15,11,2013,NA,NA,NA,081,-11.6289545596,-41.1531028245,1062.85522461,Morro do Chapéu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 71,NA,P6,NA,MCZ,Em meio a plantação de café,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13045Z06X001,BdM1038,13045,bagging flowers,in late male flowers,adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1038,NA,17,11,2013,NA,NA,NA,092,-13.9695102442,-42.2819960676,896.788818359,Lagoa Real,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 78,NA,P7,NA,MCZ,Em cultivo em sítio,NA,NA,NA,NA,NA,late male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13045Z06X002,BdM1039,13045,bagging flowers,in late male flowers,adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1039,NA,17,11,2013,NA,NA,NA,092,-13.9695102442,-42.2819960676,896.788818359,Lagoa Real,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 78,NA,P7,NA,MCZ,Em cultivo em sítio,NA,NA,NA,NA,NA,late male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13045Z06X004,BdM1041,13045,bagging flowers,in late male flowers,adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1041,NA,17,11,2013,NA,NA,NA,092,-13.9695102442,-42.2819960676,896.788818359,Lagoa Real,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 78,NA,P7,NA,MCZ,Em cultivo em sítio,NA,NA,NA,NA,NA,late male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13045Z06X005,BdM1042,13045,bagging flowers,in late male flowers,adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1042,NA,17,11,2013,NA,NA,NA,092,-13.9695102442,-42.2819960676,896.788818359,Lagoa Real,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 78,NA,P7,NA,MCZ,Em cultivo em sítio,NA,NA,NA,NA,NA,late male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13045Z06X006,BdM1043,13045,bagging flowers,in late male flowers,adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,trapezicollis,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1043,NA,17,11,2013,NA,NA,NA,092,-13.9695102442,-42.2819960676,896.788818359,Lagoa Real,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 78,NA,P7,NA,MCZ,Em cultivo em sítio,NA,NA,NA,NA,NA,late male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13084Z01X001,BdM1044,13084,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1044,NA,6,12,2013,NA,NA,NA,185,-15.3911301401,-42.8012361936,828.776123047,Mato Verde,MG,Brazil,NA,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 117,NA,P9,NA,MCZ,"Em pasto, próximo a caatinga",NA,Folhas verde-acinzentadas,NA,flores amarelas,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13084Z01X002,BdM1045,13084,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1045,NA,6,12,2013,NA,NA,NA,185,-15.3911301401,-42.8012361936,828.776123047,Mato Verde,MG,Brazil,NA,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 117,NA,P9,NA,MCZ,"Em pasto, próximo a caatinga",NA,Folhas verde-acinzentadas,NA,flores amarelas,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13084Z01X003,BdM1046,13084,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1046,NA,6,12,2013,NA,NA,NA,185,-15.3911301401,-42.8012361936,828.776123047,Mato Verde,MG,Brazil,NA,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 117,NA,P9,NA,MCZ,"Em pasto, próximo a caatinga",NA,Folhas verde-acinzentadas,NA,flores amarelas,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13084Z01X004,BdM1047,13084,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1047,NA,6,12,2013,NA,NA,NA,185,-15.3911301401,-42.8012361936,828.776123047,Mato Verde,MG,Brazil,NA,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 117,NA,P9,NA,MCZ,"Em pasto, próximo a caatinga",NA,Folhas verde-acinzentadas,NA,flores amarelas,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13084Z01X005,BdM1048,13084,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Anchylorhynchus,genus,botryophorae,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1048,NA,6,12,2013,NA,NA,NA,185,-15.3911301401,-42.8012361936,828.776123047,Mato Verde,MG,Brazil,NA,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 117,NA,P9,NA,MCZ,"Em pasto, próximo a caatinga",NA,Folhas verde-acinzentadas,NA,flores amarelas,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13024Z06X001,BdM1049,13024,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,bondari,NA,B. A. S. Medeiros,NA,NA,2015,extracted/pinned,NA,BdM1049,NA,11,11,2013,NA,NA,NA,062,-16.1463820282,-40.208501732,173.40222168,Jacinto,MG,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 56,NA,P2,SPF,NA,"Sobre solo arenoso, em caatinga.",arenoso,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z02X001,BdM1050,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1050,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13029Z02X002,BdM1051,13029,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1051,NA,14,11,2013,NA,NA,NA,068,-12.8300860617,-39.8762878496,360.13684082,Iaçu,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 61,"VER LIVRO DE CAMPO. Outra da mesma espécie coletada, sem bichos",P4,SPF,MCZ,"Solo arenoso, compactado, entre afloramentos rochosos. Em caatinga aberta.",arenoso,"Folhas verdes acima, glaucas abaixo, espata marrom-esverdeada fora, flores amarelas",espata marrom-esverdeada externamente,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z03X002,BdM1052,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1052,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z03X003,BdM1053,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1053,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z03X004,BdM1054,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1054,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z03X005,BdM1055,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1055,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
13030Z03X006,BdM1056,13030,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,NA,MZSP,MCZ,NA,1,Microstrates,genus,ypsilon,NA,B. A. S. Medeiros,NA,NA,2015,extracted,NA,BdM1056,NA,14,11,2013,NA,NA,NA,070,-12.4614326935,-40.5657894071,435.840087891,Itaberaba,BA,Brazil,NA,B. A. S. Medeiros,L. H. M. Fonseca,B. A. S. Medeiros 62,NA,P5,NA,MCZ,NA,NA,NA,NA,NA,NA,early male flowers,Arecaceae,NA,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,NA,NA,2013,NA
